Date;Biomasse;Gaz;Charbon;Fioul;Hydraulique STEP;Hydraulique fil de l'eau / éclusée;Hydraulique lacs;Nucléaire;Solaire;Déchets;Éolien terrestre;Total
2015-01-01 00:00:00;193;2823;2025;274;9;4426;4555;57633;20;284;1314;73556
2015-01-01 01:00:00;193;2515;1577;274;11;4229;3732;57945;21;281;1383;72161
2015-01-01 02:00:00;193;2452;1416;273;14;4007;3046;57652;19;281;1464;70817
2015-01-01 03:00:00;193;2345;1132;274;326;3787;1726;57583;20;282;1543;69211
2015-01-01 04:00:00;193;2344;770;276;1488;3654;810;57551;19;281;1579;68965
2015-01-01 05:00:00;193;2340;861;277;2361;3594;1090;57465;21;277;1482;69961
2015-01-01 06:00:00;193;2318;1067;277;2131;3416;1269;57683;21;279;1387;70041
2015-01-01 07:00:00;194;2357;1083;276;2096;3283;1086;57384;20;278;1583;69640
2015-01-01 08:00:00;198;2385;965;277;2534;3472;916;56839;59;275;1814;69734
2015-01-01 09:00:00;205;2382;984;279;2741;3681;803;57017;385;274;1936;70687
2015-01-01 10:00:00;205;2364;1091;278;2221;3798;819;57458;1053;276;1927;71490
2015-01-01 11:00:00;204;2355;1052;278;1629;3889;1095;57479;1635;278;1846;71740
2015-01-01 12:00:00;204;2352;1052;275;1300;4007;1699;57840;1883;277;1768;72657
2015-01-01 13:00:00;204;2343;1008;273;626;3718;960;57501;1857;274;1715;70479
2015-01-01 14:00:00;204;2330;998;274;1389;3483;610;57133;1516;278;1693;69908
2015-01-01 15:00:00;204;2324;1038;276;2645;3418;598;57388;911;277;1697;70776
2015-01-01 16:00:00;205;2319;1093;276;2140;3378;660;57643;300;278;1938;70230
2015-01-01 17:00:00;205;2350;1176;275;251;3678;3006;58011;39;279;2301;71571
2015-01-01 18:00:00;205;2363;1162;274;15;4530;5744;58080;25;278;2672;75348
2015-01-01 19:00:00;205;2358;1233;274;1;4926;6382;58246;21;279;3017;76942
2015-01-01 20:00:00;205;2397;1202;274;1;4817;5380;58257;21;281;3289;76124
2015-01-01 21:00:00;205;2591;1165;275;11;4830;3513;58192;20;279;3496;74577
2015-01-01 22:00:00;205;2735;1175;274;13;4764;4193;58194;21;279;3619;75472
2015-01-01 23:00:00;205;2748;943;273;11;4395;3041;58077;24;282;3887;73886
2015-01-02 00:00:00;205;2570;971;274;82;3685;1773;58012;19;282;3971;71844
2015-01-02 01:00:00;205;2357;1001;274;588;3178;1172;57865;18;282;4022;70962
2015-01-02 02:00:00;205;2342;992;274;1014;2836;903;57838;17;282;4034;70737
2015-01-02 03:00:00;204;2342;750;274;2896;2792;533;57416;20;282;4223;71732
2015-01-02 04:00:00;205;2340;699;274;3263;2799;430;57040;17;282;4433;71782
2015-01-02 05:00:00;205;2342;736;275;3284;2865;350;57368;17;283;4504;72229
2015-01-02 06:00:00;203;2290;1147;275;2931;3023;716;58084;21;280;4490;73460
2015-01-02 07:00:00;203;2321;1575;273;1417;3200;1452;58080;20;278;4425;73244
2015-01-02 08:00:00;201;2570;1784;276;14;3667;3013;58041;57;279;4247;74149
2015-01-02 09:00:00;200;2594;1945;276;1;4224;3975;58459;331;275;3843;76123
2015-01-02 10:00:00;201;2596;2276;274;1;4554;4344;58590;842;276;3518;77472
2015-01-02 11:00:00;204;2612;2433;276;1;4880;4563;58589;1271;271;3270;78370
2015-01-02 12:00:00;205;2603;2427;275;1;4941;5375;58605;1397;268;3083;79180
2015-01-02 13:00:00;205;2601;2345;274;4;4577;3989;58552;1360;275;2771;76953
2015-01-02 14:00:00;205;2602;2339;285;77;4035;3223;58509;1119;275;2381;75050
2015-01-02 15:00:00;204;2595;2333;285;530;3987;3120;57740;639;279;2162;73874
2015-01-02 16:00:00;204;2671;2272;284;377;4314;3249;57630;203;276;1877;73357
2015-01-02 17:00:00;202;2825;2336;283;42;4884;5212;58070;36;276;1692;75858
2015-01-02 18:00:00;202;3059;2336;285;52;5462;6932;58487;27;277;1605;78724
2015-01-02 19:00:00;202;3060;2240;285;13;5481;7094;58593;21;283;1488;78760
2015-01-02 20:00:00;202;3029;2255;274;3;5194;5479;58620;21;282;1367;76726
2015-01-02 21:00:00;202;3021;2136;275;18;4821;3591;58621;20;281;1192;74178
2015-01-02 22:00:00;202;3086;2009;275;15;4831;3930;58623;20;282;1088;74361
2015-01-02 23:00:00;202;3099;1977;275;15;4558;4450;58525;25;284;1038;74448
2015-01-03 00:00:00;202;2673;1538;275;50;4492;2422;58133;23;285;1168;71261
2015-01-03 01:00:00;202;2297;1086;274;440;4042;1601;58167;19;285;1278;69691
2015-01-03 02:00:00;202;2290;1040;274;768;3723;1239;57894;18;285;1376;69109
2015-01-03 03:00:00;202;2299;850;274;2189;3345;831;56997;17;285;1606;68895
2015-01-03 04:00:00;202;2312;801;275;3057;3075;617;56636;18;285;1905;69183
2015-01-03 05:00:00;202;2291;809;275;2825;3007;673;56850;19;284;2182;69417
2015-01-03 06:00:00;202;2283;905;275;2152;3103;783;57229;19;282;2344;69577
2015-01-03 07:00:00;202;2302;908;274;1942;3335;882;57056;21;282;2744;69948
2015-01-03 08:00:00;201;2291;973;274;1753;3831;1145;57674;52;280;3217;71691
2015-01-03 09:00:00;202;2250;1174;274;1026;4327;1505;57905;275;278;3846;73062
2015-01-03 10:00:00;202;2235;1413;275;868;4651;1674;58014;693;278;4216;74519
2015-01-03 11:00:00;202;2223;1585;275;1063;4675;2233;57944;1025;281;4683;76189
2015-01-03 12:00:00;201;2201;1723;274;451;4707;2361;57871;1183;283;5302;76557
2015-01-03 13:00:00;200;2201;1768;275;631;4318;1939;57183;1204;284;5822;75825
2015-01-03 14:00:00;199;2188;1535;275;1667;3846;1601;56541;991;284;6246;75373
2015-01-03 15:00:00;199;2189;1628;276;2594;3452;1092;56379;600;282;6630;75321
2015-01-03 16:00:00;199;2186;1766;275;2658;3566;939;56028;209;285;6730;74841
2015-01-03 17:00:00;199;2208;1937;275;907;4072;1852;56794;38;282;6649;75213
2015-01-03 18:00:00;199;2244;1945;274;44;4922;3395;57091;21;284;6362;76781
2015-01-03 19:00:00;199;2254;1793;276;58;4955;3060;57082;17;285;5858;75837
2015-01-03 20:00:00;199;2251;1570;275;408;4582;1781;56861;20;286;4972;73205
2015-01-03 21:00:00;199;2270;1588;275;1656;4437;1072;56897;21;286;4106;72807
2015-01-03 22:00:00;199;2233;1707;276;1447;4676;1511;56782;20;284;3385;72520
2015-01-03 23:00:00;199;2239;1781;275;705;4381;1414;56564;19;284;2742;70603
2015-01-04 00:00:00;199;2232;1342;274;1476;4125;663;55961;19;281;2376;68948
2015-01-04 01:00:00;199;2221;733;274;2104;3831;467;54906;19;282;2172;67208
2015-01-04 02:00:00;199;2231;683;275;2625;3575;304;54429;19;285;2086;66711
2015-01-04 03:00:00;199;2263;713;273;3161;3313;152;52316;21;286;1815;64512
2015-01-04 04:00:00;199;2265;689;274;3252;3291;174;51262;22;288;1562;63278
2015-01-04 05:00:00;198;2276;669;274;3130;3380;181;51480;25;285;1370;63268
2015-01-04 06:00:00;199;2318;590;275;3075;3480;144;52679;21;282;1273;64336
2015-01-04 07:00:00;199;2328;567;274;3196;3734;142;53272;19;282;1164;65177
2015-01-04 08:00:00;199;2319;586;275;3183;3924;269;54553;56;284;1061;66709
2015-01-04 09:00:00;199;2308;966;275;2657;4252;256;55273;335;286;1019;67826
2015-01-04 10:00:00;199;2323;1465;275;2132;4662;508;55556;847;284;970;69221
2015-01-04 11:00:00;199;2309;1402;274;1497;4944;741;55838;1235;284;928;69651
2015-01-04 12:00:00;199;2271;1340;274;604;4981;1256;56225;1362;281;889;69682
2015-01-04 13:00:00;199;2263;1284;273;944;4793;1420;55547;1370;281;892;69266
2015-01-04 14:00:00;199;2281;1299;274;1845;4693;624;55353;1142;282;895;68887
2015-01-04 15:00:00;199;2260;1353;275;2649;4574;493;55036;681;281;896;68697
2015-01-04 16:00:00;197;2290;1635;275;2649;4624;551;55718;229;279;890;69337
2015-01-04 17:00:00;193;2333;1826;275;765;4926;1730;56869;37;279;920;70153
2015-01-04 18:00:00;193;2358;1668;275;15;5515;4598;57271;26;279;884;73082
2015-01-04 19:00:00;196;2343;1756;275;57;5677;5327;57530;16;278;901;74356
2015-01-04 20:00:00;197;2371;1722;274;55;5468;3517;57355;20;280;951;72210
2015-01-04 21:00:00;198;2352;1781;274;565;5268;1948;57033;22;278;957;70676
2015-01-04 22:00:00;198;2357;1710;275;472;5356;2337;56847;19;274;1005;70850
2015-01-04 23:00:00;197;2366;1637;275;17;5445;2140;56602;19;278;982;69958
2015-01-05 00:00:00;197;2435;1484;261;1304;5271;819;56499;19;278;1057;69624
2015-01-05 01:00:00;197;2451;1229;261;2886;5116;714;57024;19;279;1048;71224
2015-01-05 02:00:00;198;2456;1179;262;3133;5024;624;57350;19;279;1010;71534
2015-01-05 03:00:00;199;2481;1121;261;3135;4883;515;55512;18;279;947;69351
2015-01-05 04:00:00;199;2654;1097;261;3135;4819;481;54950;20;278;821;68715
2015-01-05 05:00:00;199;3006;1533;262;3092;4885;746;56141;20;275;760;70919
2015-01-05 06:00:00;199;3912;2224;274;1006;5121;1773;57792;20;274;731;73326
2015-01-05 07:00:00;199;5527;2822;273;28;5624;3577;58243;17;275;825;77410
2015-01-05 08:00:00;198;6149;2936;274;50;5862;3751;58628;64;272;848;79032
2015-01-05 09:00:00;198;6389;3357;272;7;5940;3084;58680;371;270;796;79364
2015-01-05 10:00:00;198;6509;3310;272;7;5962;2928;58682;949;271;702;79790
2015-01-05 11:00:00;198;6248;3309;272;7;6131;2875;58697;1436;271;576;80020
2015-01-05 12:00:00;199;6447;3201;273;7;6004;2916;58645;1609;272;515;80088
2015-01-05 13:00:00;198;6204;3137;273;7;5779;2521;58636;1582;272;476;79085
2015-01-05 14:00:00;198;6130;3310;275;412;5654;2574;58727;1325;271;436;79312
2015-01-05 15:00:00;201;6035;3275;273;15;5539;1955;58433;819;271;429;77245
2015-01-05 16:00:00;201;6128;3339;274;7;5506;1914;58535;278;277;469;76928
2015-01-05 17:00:00;200;6514;3358;274;7;5960;6020;58676;41;277;546;81873
2015-01-05 18:00:00;203;6588;3433;273;7;6345;7334;58779;26;277;602;83867
2015-01-05 19:00:00;205;6506;3415;273;12;6420;7031;58965;20;274;610;83731
2015-01-05 20:00:00;205;6452;2883;272;53;6024;4701;58920;20;275;598;80403
2015-01-05 21:00:00;205;5672;2845;261;25;5629;2156;58842;20;269;623;76547
2015-01-05 22:00:00;205;5030;2776;261;3;5631;2898;58625;19;264;678;76390
2015-01-05 23:00:00;205;4664;2744;261;4;5691;3080;58490;19;266;729;76153
2015-01-06 00:00:00;205;3677;2871;246;615;5412;1707;58852;22;264;736;74607
2015-01-06 01:00:00;205;3434;2948;245;1653;5214;1023;58876;18;262;739;74617
2015-01-06 02:00:00;205;3296;2585;246;2002;5154;928;58745;18;258;736;74173
2015-01-06 03:00:00;205;3228;2260;244;2849;5099;687;58219;18;260;753;73822
2015-01-06 04:00:00;205;3240;2170;246;2878;4982;596;57933;24;259;754;73287
2015-01-06 05:00:00;205;3443;2779;247;2688;4961;1077;58713;19;258;823;75213
2015-01-06 06:00:00;205;4485;3231;247;522;5155;2199;58980;20;256;986;76286
2015-01-06 07:00:00;205;5876;3213;245;4;5580;4474;59216;25;257;1114;80209
2015-01-06 08:00:00;204;6537;3195;246;43;5857;4896;59748;62;255;1120;82163
2015-01-06 09:00:00;202;6570;3203;247;24;6005;5571;60088;350;248;1110;83618
2015-01-06 10:00:00;201;6540;3091;245;5;6101;5222;60008;876;249;1143;83681
2015-01-06 11:00:00;203;6540;3072;245;2;6067;4532;59890;1322;249;1220;83342
2015-01-06 12:00:00;204;6521;3073;245;4;6009;4124;59867;1508;248;1248;83051
2015-01-06 13:00:00;205;6487;3126;245;3;5904;3101;59860;1489;245;1280;81945
2015-01-06 14:00:00;204;6393;3337;245;83;5681;2767;59835;1221;247;1348;81361
2015-01-06 15:00:00;204;6351;3487;247;244;5646;2788;59804;712;254;1381;81118
2015-01-06 16:00:00;203;6267;3445;247;152;5512;2868;59771;235;255;1504;80459
2015-01-06 17:00:00;202;6505;3518;278;1;5857;4796;59949;39;255;1586;82986
2015-01-06 18:00:00;201;6523;3513;571;1;6322;6911;59994;26;258;1553;85873
2015-01-06 19:00:00;193;6532;3530;292;1;6466;6790;60001;20;262;1519;85606
2015-01-06 20:00:00;194;6286;3310;247;21;6061;4492;60101;23;264;1468;82467
2015-01-06 21:00:00;194;5753;2981;247;61;5631;1957;60114;22;263;1387;78610
2015-01-06 22:00:00;194;5497;3059;246;15;5557;2119;59788;20;262;1348;78105
2015-01-06 23:00:00;194;5445;3034;246;101;5642;2049;60091;23;262;1240;78327
2015-01-07 00:00:00;194;3691;2995;247;598;5444;1126;60171;22;263;997;75748
2015-01-07 01:00:00;194;3074;2849;246;1351;5200;878;59836;19;263;818;74728
2015-01-07 02:00:00;194;3072;2338;246;1318;5049;931;59448;19;261;708;73584
2015-01-07 03:00:00;194;3089;1905;246;2505;4964;787;59078;19;262;638;73687
2015-01-07 04:00:00;194;3087;1986;246;2852;4859;711;59555;24;266;565;74345
2015-01-07 05:00:00;194;3368;2456;247;1678;4819;826;59534;21;269;528;73940
2015-01-07 06:00:00;194;4382;3171;247;187;5128;2960;59977;20;268;569;77103
2015-01-07 07:00:00;194;5920;3455;247;2;5649;5491;60387;21;267;697;82330
2015-01-07 08:00:00;194;6967;3403;246;8;6028;6609;60383;62;265;869;85034
2015-01-07 09:00:00;194;7093;3411;245;29;6198;5952;60403;350;262;1012;85149
2015-01-07 10:00:00;194;7058;3429;245;3;6184;5281;60422;890;263;1060;85029
2015-01-07 11:00:00;194;7063;3456;245;3;6034;4947;60440;1361;262;969;84974
2015-01-07 12:00:00;194;7062;3381;246;6;6050;4506;60477;1593;263;879;84657
2015-01-07 13:00:00;194;7066;3111;246;5;5832;3656;60437;1599;261;858;83265
2015-01-07 14:00:00;194;7049;2919;246;6;5582;3013;60442;1355;263;900;81969
2015-01-07 15:00:00;194;6989;2882;245;5;5542;2463;60505;862;266;973;80926
2015-01-07 16:00:00;194;6956;2997;248;5;5594;2644;60243;309;263;1117;80570
2015-01-07 17:00:00;194;6884;3023;246;4;5737;5052;60271;44;265;1416;83136
2015-01-07 18:00:00;194;7020;3241;246;1;6235;5790;60315;27;267;1890;85226
2015-01-07 19:00:00;194;7035;3288;246;3;5984;4503;60386;19;265;2233;84156
2015-01-07 20:00:00;194;6585;3034;247;65;5539;2237;60396;19;268;2523;81107
2015-01-07 21:00:00;194;5827;2558;245;409;5243;1797;60088;19;270;2790;79440
2015-01-07 22:00:00;194;5070;2527;246;233;5083;2284;59842;26;270;2955;78730
2015-01-07 23:00:00;194;4282;2540;246;12;5095;2065;59917;20;269;3302;77942
2015-01-08 00:00:00;194;2851;2597;248;443;4942;1442;60102;18;269;3402;76508
2015-01-08 01:00:00;194;2542;2349;247;1622;4732;1000;59917;18;271;3473;76365
2015-01-08 02:00:00;194;2514;2094;247;1816;4698;1097;59262;19;272;3490;75703
2015-01-08 03:00:00;194;2493;2005;247;2589;4645;973;58404;18;278;3685;75531
2015-01-08 04:00:00;194;2470;1992;248;2746;4592;790;58025;18;285;3848;75208
2015-01-08 05:00:00;194;2541;2078;246;2741;4526;835;58222;21;281;4102;75787
2015-01-08 06:00:00;194;3567;2403;249;945;4713;1130;60281;19;278;4307;78086
2015-01-08 07:00:00;194;4894;2871;249;4;5210;3868;60910;19;278;4597;83094
2015-01-08 08:00:00;194;5213;2945;248;4;5496;4442;61136;64;272;4863;84877
2015-01-08 09:00:00;194;5214;3103;248;25;5605;3860;61118;371;273;5172;85183
2015-01-08 10:00:00;194;5209;3112;248;37;5444;3723;61133;934;271;5422;85727
2015-01-08 11:00:00;194;5219;3094;259;9;5457;3572;61065;1352;271;5651;86143
2015-01-08 12:00:00;194;5231;3034;269;10;5501;3232;60790;1488;270;5849;85868
2015-01-08 13:00:00;194;5195;2844;273;13;5335;2531;60513;1424;268;5985;84575
2015-01-08 14:00:00;194;5151;2675;256;241;5079;1988;60326;1142;273;5873;83198
2015-01-08 15:00:00;194;5108;2870;246;543;5056;1642;60547;694;274;5190;82364
2015-01-08 16:00:00;194;5145;2728;245;193;5048;1456;60366;241;270;4529;80415
2015-01-08 17:00:00;193;5283;2952;244;7;5404;3357;60743;38;266;4231;82718
2015-01-08 18:00:00;193;5257;3133;243;4;5733;5526;60832;27;264;4020;85232
2015-01-08 19:00:00;193;5267;2987;243;1;5705;4687;60793;20;268;3860;84024
2015-01-08 20:00:00;193;5097;2656;243;33;5139;2430;60532;20;267;3800;80410
2015-01-08 21:00:00;193;4629;2390;243;657;4848;1393;60326;20;267;3675;78641
2015-01-08 22:00:00;193;3807;2273;257;563;4899;1742;60103;19;265;3730;77851
2015-01-08 23:00:00;193;2917;2258;256;178;4929;2050;59893;20;270;4067;77031
2015-01-09 00:00:00;193;2510;1745;258;460;4750;1906;59608;19;272;4479;76200
2015-01-09 01:00:00;193;2496;793;258;1288;4586;1288;59037;19;277;5019;75254
2015-01-09 02:00:00;193;2465;796;259;2189;4466;1239;58574;19;278;5199;75677
2015-01-09 03:00:00;193;2477;756;258;2762;4431;864;56562;19;274;5363;73959
2015-01-09 04:00:00;193;2491;777;259;2805;4460;797;55397;19;282;5803;73283
2015-01-09 05:00:00;193;2484;830;258;2638;4462;1005;56774;20;282;6117;75063
2015-01-09 06:00:00;193;2572;1070;259;1388;4577;1831;58981;21;282;6371;77545
2015-01-09 07:00:00;193;2867;1226;272;6;5232;4392;60414;19;280;6406;81307
2015-01-09 08:00:00;193;2964;1153;270;1;5627;5926;60582;58;278;6305;83357
2015-01-09 09:00:00;193;2948;1065;270;12;5762;5861;60533;280;277;6277;83478
2015-01-09 10:00:00;193;2962;1015;270;48;5670;5233;60440;708;278;6195;83012
2015-01-09 11:00:00;193;2944;1155;271;27;5541;5383;60621;1080;279;6188;83682
2015-01-09 12:00:00;193;2852;1133;271;11;5490;4860;60556;1286;276;6295;83223
2015-01-09 13:00:00;193;2653;863;271;11;5389;3351;60424;1251;276;6404;81086
2015-01-09 14:00:00;193;2593;801;270;14;5018;2320;60322;1033;276;6337;79177
2015-01-09 15:00:00;193;2544;786;268;780;4963;1673;59831;637;277;6403;78355
2015-01-09 16:00:00;193;2529;786;270;863;4975;1763;59737;247;280;6432;78075
2015-01-09 17:00:00;193;2594;1031;272;20;4968;2173;59965;43;277;6583;78119
2015-01-09 18:00:00;193;2554;1102;271;6;5534;4347;60317;28;283;6710;81345
2015-01-09 19:00:00;193;2564;899;271;6;5568;3620;60235;23;281;6761;80421
2015-01-09 20:00:00;193;2580;224;271;96;5029;1795;59640;23;285;6801;76937
2015-01-09 21:00:00;193;2561;-47;259;1535;4756;1049;59265;20;284;6767;76642
2015-01-09 22:00:00;193;2568;-44;260;1478;4740;1091;58627;19;283;6630;75845
2015-01-09 23:00:00;193;2526;-42;259;611;4661;1045;58311;19;279;6552;74414
2015-01-10 00:00:00;193;2395;-22;258;1720;4508;729;56424;19;284;6558;73066
2015-01-10 01:00:00;193;2238;-20;259;2399;4446;515;54150;19;284;6582;71065
2015-01-10 02:00:00;194;2251;-20;259;2669;4254;429;53077;20;284;6547;69964
2015-01-10 03:00:00;198;2263;-15;260;2796;4079;293;51305;19;277;6451;67926
2015-01-10 04:00:00;201;2286;-12;256;2798;4057;307;50677;19;276;6372;67237
2015-01-10 05:00:00;202;2276;-13;256;2904;4078;351;50392;19;277;6275;67017
2015-01-10 06:00:00;203;2306;-12;257;2765;4122;498;50829;19;274;6160;67421
2015-01-10 07:00:00;205;2295;-11;259;2323;4327;588;52235;19;277;6284;68801
2015-01-10 08:00:00;205;2262;-11;260;1965;4451;549;54008;63;279;6347;70378
2015-01-10 09:00:00;205;2293;-11;260;1286;4509;919;55010;328;286;6249;71334
2015-01-10 10:00:00;205;2299;-11;260;1652;4548;866;55762;765;287;6291;72924
2015-01-10 11:00:00;205;2266;-11;259;1803;4471;981;55993;1079;284;6322;73652
2015-01-10 12:00:00;205;2224;-11;260;1424;4523;1589;56099;1279;285;6408;74285
2015-01-10 13:00:00;203;2196;-12;260;1414;4388;1000;55013;1257;287;6451;72457
2015-01-10 14:00:00;205;2213;-12;258;2022;4279;667;54128;1028;291;6336;71415
2015-01-10 15:00:00;205;2251;-14;259;2658;4174;535;53548;637;284;6171;70708
2015-01-10 16:00:00;205;2273;-11;260;2826;4309;637;54293;225;295;5819;71131
2015-01-10 17:00:00;205;2290;-11;260;2200;4598;846;55446;41;297;5596;71768
2015-01-10 18:00:00;204;2282;-13;259;1112;4853;1665;57888;26;292;5287;73855
2015-01-10 19:00:00;205;2303;-12;259;743;4934;2053;58399;21;295;4793;73993
2015-01-10 20:00:00;205;2307;-22;259;907;4604;1204;57870;24;297;4140;71795
2015-01-10 21:00:00;205;2271;-26;259;2133;4426;682;57451;19;296;3725;71441
2015-01-10 22:00:00;205;2298;-33;261;1526;4376;1484;57249;18;295;3467;71146
2015-01-10 23:00:00;205;2309;-40;260;483;4370;2965;56795;19;294;3126;70786
2015-01-11 00:00:00;205;2281;-31;259;351;4203;1645;55262;19;297;3111;67602
2015-01-11 01:00:00;205;2297;-32;258;873;4009;766;54188;18;301;3203;66086
2015-01-11 02:00:00;205;2283;-32;258;1389;3906;518;52795;20;300;3419;65061
2015-01-11 03:00:00;205;2280;-32;259;2111;3769;446;50910;20;300;3431;63699
2015-01-11 04:00:00;205;2282;-20;259;2529;3638;358;50152;18;300;3538;63259
2015-01-11 05:00:00;205;2297;-6;258;2477;3607;363;49742;18;300;3973;63234
2015-01-11 06:00:00;204;2286;-13;258;2391;3658;452;50460;18;298;4305;64317
2015-01-11 07:00:00;205;2309;-13;257;2030;3879;496;50715;18;297;4689;64882
2015-01-11 08:00:00;205;2336;-12;258;2455;4134;464;52910;66;296;4720;67832
2015-01-11 09:00:00;205;2305;-13;259;2211;4303;496;55365;372;296;4636;70435
2015-01-11 10:00:00;205;2280;-11;260;1349;4368;700;56396;940;297;4445;71229
2015-01-11 11:00:00;204;2267;-12;259;1341;4380;1171;56087;1517;297;4564;72075
2015-01-11 12:00:00;205;2224;-11;258;985;4361;1528;56212;1830;298;4658;72548
2015-01-11 13:00:00;205;2213;-11;258;811;4247;745;54610;1853;298;4606;69835
2015-01-11 14:00:00;205;2214;-11;259;1883;4175;470;53825;1568;298;4433;69319
2015-01-11 15:00:00;205;2246;-13;260;2429;4237;438;52894;984;299;3958;67937
2015-01-11 16:00:00;205;2258;-22;259;1300;4311;524;52608;350;299;3706;65798
2015-01-11 17:00:00;205;2309;-32;260;573;4520;1236;55490;50;298;3894;68803
2015-01-11 18:00:00;205;2353;-32;259;8;4872;4363;56900;28;299;4332;73587
2015-01-11 19:00:00;205;2350;-30;259;7;5070;4773;57675;21;298;4622;75250
2015-01-11 20:00:00;205;2401;-35;259;7;4819;3183;57573;22;298;4747;73479
2015-01-11 21:00:00;205;2362;-37;258;11;4630;1612;57479;22;298;4849;71689
2015-01-11 22:00:00;205;2397;-38;258;95;4572;2029;57396;24;298;4823;72059
2015-01-11 23:00:00;205;2372;-42;258;92;4598;2632;57468;28;297;4771;72679
2015-01-12 00:00:00;205;2377;-48;258;775;4416;1122;57004;22;298;4858;71287
2015-01-12 01:00:00;205;2370;-61;259;2687;4108;654;57569;21;298;4893;73003
2015-01-12 02:00:00;205;2380;-60;259;2805;4026;501;57223;21;298;4962;72620
2015-01-12 03:00:00;205;2394;-26;259;2825;3930;436;55357;22;298;5105;70805
2015-01-12 04:00:00;205;2372;185;258;2673;4025;511;54469;22;298;5253;70271
2015-01-12 05:00:00;204;2427;549;260;2444;4251;762;55497;21;294;5313;72022
2015-01-12 06:00:00;205;2510;1103;261;294;4570;1603;58201;23;292;5367;74429
2015-01-12 07:00:00;205;2737;1703;272;10;5222;5209;59480;22;292;5495;80647
2015-01-12 08:00:00;205;2950;2039;271;2;5627;6300;59599;83;290;5602;82968
2015-01-12 09:00:00;205;2911;2216;270;1;5734;6369;59395;474;289;5587;83451
2015-01-12 10:00:00;205;2885;2092;270;1;5810;5390;59336;1175;289;5491;82944
2015-01-12 11:00:00;205;2988;2047;271;14;5770;4859;59348;1718;290;5499;83009
2015-01-12 12:00:00;205;3067;1980;270;24;5532;4182;59423;1949;292;5567;82491
2015-01-12 13:00:00;205;3073;1996;272;4;5245;3250;59411;1892;291;5508;81147
2015-01-12 14:00:00;205;2887;1959;273;189;4975;2633;59372;1592;292;5364;79741
2015-01-12 15:00:00;205;2825;1760;273;927;4964;1662;59583;1026;293;5283;78801
2015-01-12 16:00:00;205;2808;1931;272;695;5154;2047;59223;379;293;5294;78301
2015-01-12 17:00:00;205;2857;2096;272;95;5476;3456;59376;49;292;5398;79572
2015-01-12 18:00:00;205;2892;2280;272;7;5934;6281;59573;28;293;5594;83359
2015-01-12 19:00:00;205;2896;2163;271;7;5914;5955;59489;25;292;5716;82933
2015-01-12 20:00:00;205;2854;1644;271;7;5450;3538;59433;23;294;5830;79549
2015-01-12 21:00:00;205;2707;1555;259;186;5070;1867;58809;23;296;5981;76958
2015-01-12 22:00:00;205;2628;1803;259;292;4952;2284;58497;25;295;6006;77246
2015-01-12 23:00:00;205;2623;2057;259;192;4860;2215;58271;27;295;6005;77009
2015-01-13 00:00:00;205;2458;1676;272;1307;4773;1406;57751;23;298;5923;76092
2015-01-13 01:00:00;205;2271;1246;274;2290;4604;928;57835;22;293;5818;75786
2015-01-13 02:00:00;205;2256;1239;273;2433;4518;1027;56668;22;298;5883;74822
2015-01-13 03:00:00;205;2257;1265;281;2607;4572;834;55042;21;298;5928;73310
2015-01-13 04:00:00;205;2245;1284;311;2688;4610;559;54929;22;298;5928;73079
2015-01-13 05:00:00;205;2239;1360;358;2377;4685;805;55930;23;298;6012;74292
2015-01-13 06:00:00;205;2337;1702;478;1345;4939;1644;58352;23;297;5970;77292
2015-01-13 07:00:00;198;2701;2041;557;9;5485;4355;59028;23;296;5954;80647
2015-01-13 08:00:00;193;2826;2497;556;2;5831;5908;58825;72;291;5816;82817
2015-01-13 09:00:00;193;2821;2238;556;1;5921;6482;58785;384;272;5689;83342
2015-01-13 10:00:00;193;2807;2313;556;1;5874;5451;58871;901;273;5519;82759
2015-01-13 11:00:00;193;2797;2366;583;8;5844;5110;58804;1325;273;5038;82341
2015-01-13 12:00:00;193;2779;2288;689;23;5869;4759;58650;1578;272;5136;82236
2015-01-13 13:00:00;197;2773;2083;707;21;5548;4057;58024;1570;276;5427;80683
2015-01-13 14:00:00;204;2770;2078;708;435;5129;2900;58515;1251;296;5561;79847
2015-01-13 15:00:00;205;2757;1927;708;707;4966;2038;58519;730;294;5396;78247
2015-01-13 16:00:00;205;2761;2087;709;542;5077;1910;58533;272;295;5279;77670
2015-01-13 17:00:00;205;2785;2481;579;21;5351;3818;58692;46;296;4852;79126
2015-01-13 18:00:00;205;2794;2901;509;15;5819;5636;58839;28;292;4444;81482
2015-01-13 19:00:00;205;2837;2743;373;15;5805;4702;59718;20;291;4434;81143
2015-01-13 20:00:00;205;2742;2402;287;18;5406;2845;60103;20;291;4514;78833
2015-01-13 21:00:00;205;2512;2136;275;702;5120;1422;59467;20;291;4694;76844
2015-01-13 22:00:00;205;2386;2117;273;930;4989;1548;59236;19;291;4846;76840
2015-01-13 23:00:00;205;2394;2165;272;787;4861;1424;59360;19;294;5145;76926
2015-01-14 00:00:00;205;2191;1701;273;1846;4704;989;58249;18;295;5331;75802
2015-01-14 01:00:00;205;2174;1128;273;2693;4562;744;58263;19;296;5229;75586
2015-01-14 02:00:00;205;2175;1030;273;2239;4471;699;57322;19;292;5267;73992
2015-01-14 03:00:00;205;2179;1047;272;2688;4415;513;55242;18;293;5384;72256
